tag_name,doc_name,pnum,query_granularity,corpus_granularity,n_tagged,n_shared_best,noise_best,l2_distance,n_grid_points
CI Exclusion Third Party Receipt,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,30,paragraph,sentence,7,1,0.2,1.0575665612772251,5
CI Exclusion Third Party Receipt,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,30,sentence,chunk,47,2,0.1,2.9918142609854392,13
CI Exclusion Third Party Receipt,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,30,sentence,paragraph,7,1,0.2,1.656287041912955,6
CI Exclusion Third Party Receipt,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,30,sentence,sentence,7,1,0.1,0.9954208600725104,5
CI Exclusion Third Party Receipt,Project Greenlight - KHLP3 - OTPP NDA.docx,23,paragraph,chunk,60,7,0.1,2.850713176144805,15
CI Exclusion Third Party Receipt,Project Greenlight - KHLP3 - OTPP NDA.docx,23,paragraph,paragraph,7,2,0.2,1.0490364434097181,5
CI Exclusion Third Party Receipt,Project Greenlight - KHLP3 - OTPP NDA.docx,23,paragraph,sentence,7,2,0.2,0.7856400508033576,5
CI Exclusion Third Party Receipt,Project Greenlight - KHLP3 - OTPP NDA.docx,23,sentence,chunk,60,7,0.1,2.522960510667019,16
CI Exclusion Third Party Receipt,Project Greenlight - KHLP3 - OTPP NDA.docx,23,sentence,paragraph,7,2,0.2,1.1137932646720177,5
CI Exclusion Third Party Receipt,Project Greenlight - KHLP3 - OTPP NDA.docx,23,sentence,sentence,7,2,0.2,1.017850652800906,5
CI Exclusion Third Party Receipt,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,6,paragraph,chunk,60,10,0.2,1.3829296206615342,5
CI Exclusion Third Party Receipt,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,6,paragraph,paragraph,7,1,0.2,1.536540999682564,5
CI Exclusion Third Party Receipt,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,6,paragraph,sentence,7,2,0.2,1.8360327502364078,5
CI Exclusion Third Party Receipt,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,6,sentence,chunk,60,2,0.1,2.2802234887451065,12
CI Exclusion Third Party Receipt,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,6,sentence,paragraph,7,1,0.2,1.7286382033831242,6
CI Exclusion Third Party Receipt,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,6,sentence,sentence,7,1,0.1,1.0434587642571784,5
CI Exclusion Third Party Receipt,SRT NDA Master Template (OTPP Markup v2).docx,19,paragraph,chunk,66,2,0.2,3.2917500041559955,15
CI Exclusion Third Party Receipt,SRT NDA Master Template (OTPP Markup v2).docx,19,paragraph,paragraph,7,1,0.1,2.5976723143726947,13
CI Exclusion Third Party Receipt,SRT NDA Master Template (OTPP Markup v2).docx,19,paragraph,sentence,7,2,0.2,1.9902026492122666,8
CI Exclusion Third Party Receipt,SRT NDA Master Template (OTPP Markup v2).docx,19,sentence,chunk,66,3,0.1,2.408020120018617,13
CI Exclusion Third Party Receipt,SRT NDA Master Template (OTPP Markup v2).docx,19,sentence,paragraph,7,1,0.1,1.800042965807804,12
CI Exclusion Third Party Receipt,SRT NDA Master Template (OTPP Markup v2).docx,19,sentence,sentence,7,10,0.2,1.2685321673470609,11
Contact Restrictions Scope,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,35,paragraph,chunk,58,1,0.1,1.0531357976035802,6
Contact Restrictions Scope,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,35,paragraph,sentence,11,6,0.1,1.278664540309571,3
Contact Restrictions Scope,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,35,sentence,chunk,58,7,0.1,1.66381865928479,14
Contact Restrictions Scope,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,35,sentence,paragraph,10,9,0.2,1.228988665129702,5
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,7,paragraph,chunk,50,4,0.05,0.889794905025717,3
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,7,sentence,chunk,50,7,0.1,3.3306940500141664,14
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,7,sentence,paragraph,9,10,0.2,2.044544078638606,9
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,7,sentence,sentence,10,10,0.1,2.106346640845304,13
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,7,sentence,chunk,50,7,0.1,3.3798148834297694,13
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,7,sentence,paragraph,9,10,0.2,1.7751934117098576,9
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,7,sentence,sentence,10,7,0.1,2.3429382007981356,13
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026.docx,8,paragraph,chunk,50,10,0.2,2.743235808646365,10
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026.docx,8,sentence,chunk,50,3,0.1,1.7485157286514779,10
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026.docx,8,sentence,paragraph,9,2,0.2,2.095393176461261,8
Contact Restrictions Scope,YellowstoneB2B-OTPP-03-06-2026.docx,8,sentence,sentence,10,1,0.1,0.9830353889679778,8
Counterparts,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,43,paragraph,chunk,14,1,0.1,1.6200315853601257,7
Counterparts,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,43,paragraph,paragraph,5,3,0.2,1.2496555367252804,4
Counterparts,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,43,sentence,chunk,14,10,0.2,1.3482772197738886,6
Counterparts,Project Greenlight - KHLP3 - OTPP NDA.docx,62,paragraph,chunk,10,10,0.2,2.215897853271098,13
Counterparts,Project Greenlight - KHLP3 - OTPP NDA.docx,62,paragraph,paragraph,5,1,0.1,4.09845398379145,19
Counterparts,Project Greenlight - KHLP3 - OTPP NDA.docx,62,sentence,chunk,10,10,0.2,0.8515068817548741,4
Counterparts,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,20,paragraph,chunk,14,1,0.1,1.6306587278965823,7
Counterparts,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,20,paragraph,paragraph,5,1,0.2,1.4258723334042673,4
Counterparts,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,20,sentence,chunk,14,10,0.2,1.4314208306528404,6
Counterparts,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,chunk,14,1,0.1,3.0636343759156355,12
Counterparts,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,paragraph,5,2,0.2,3.9884461051190914,9
Counterparts,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,sentence,5,2,0.2,0.9218627152512221,7
Counterparts,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,chunk,14,10,0.2,1.0126851794502139,4
Counterparts,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,sentence,5,3,0.2,4.906497174783313,6
Disclosing Party Name,SRT NDA Master Template (OTPP Markup v2).docx,2,paragraph,chunk,44,8,0.2,1.581622943095264,7
Disclosing Party Name,SRT NDA Master Template (OTPP Markup v2).docx,2,sentence,chunk,44,10,0.2,0.787725798381722,4
Disclosing Party Name,SRT NDA Master Template (OTPP Markup v2).docx,2,sentence,paragraph,14,8,0.2,0.5945675160832918,8
Disclosing Party Name,SRT NDA Master Template (OTPP Markup v2).docx,2,sentence,sentence,14,8,0.2,0.6695745136181138,8
Disclosing Party Name,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,1,paragraph,chunk,44,3,0.1,1.9215385953030681,11
Disclosing Party Name,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,1,sentence,chunk,44,3,0.1,1.9407527470074015,12
Disclosing Party Name,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,1,paragraph,chunk,44,3,0.1,2.0034787245706904,11
Disclosing Party Name,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,1,sentence,chunk,44,3,0.1,2.3333779995595747,11
Disclosing Party Name,YellowstoneB2B-OTPP-03-06-2026.docx,2,paragraph,chunk,44,3,0.1,2.0102869634560063,11
Disclosing Party Name,YellowstoneB2B-OTPP-03-06-2026.docx,2,sentence,chunk,44,3,0.1,2.3858802021334657,11
Dispute Resolution,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,39,paragraph,chunk,21,10,0.2,1.3628199841371227,7
Dispute Resolution,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,39,paragraph,paragraph,5,2,0.2,1.0550413648913364,4
Dispute Resolution,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,39,paragraph,sentence,5,2,0.2,0.49944577349358177,3
Dispute Resolution,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,39,sentence,chunk,21,10,0.2,1.202386757890829,9
Dispute Resolution,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,39,sentence,paragraph,5,1,0.2,1.2707431820370685,5
Dispute Resolution,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,39,sentence,sentence,5,1,0.2,1.3742352132899374,5
Dispute Resolution,Project Greenlight - KHLP3 - OTPP NDA.docx,52,paragraph,chunk,17,2,0.2,1.9107101385501868,8
Dispute Resolution,Project Greenlight - KHLP3 - OTPP NDA.docx,52,paragraph,paragraph,5,2,0.2,1.4949659936932096,7
Dispute Resolution,Project Greenlight - KHLP3 - OTPP NDA.docx,52,paragraph,sentence,5,1,0.2,1.3227047145004693,3
Dispute Resolution,Project Greenlight - KHLP3 - OTPP NDA.docx,52,sentence,chunk,17,10,0.2,1.8442430631645588,9
Dispute Resolution,Project Greenlight - KHLP3 - OTPP NDA.docx,52,sentence,paragraph,5,2,0.2,1.5121610386914246,8
Dispute Resolution,Project Greenlight - KHLP3 - OTPP NDA.docx,52,sentence,sentence,5,1,0.2,0.71963214108817,3
Dispute Resolution,Project Waypoint - Ontario - NDA - OTPP  3.11.26 (execution) .pdf,15,paragraph,chunk,20,8,0.2,2.5973453096545382,12
Dispute Resolution,Project Waypoint - Ontario - NDA - OTPP  3.11.26 (execution) .pdf,15,paragraph,paragraph,5,1,0.1,1.8350249361400692,14
Dispute Resolution,Project Waypoint - Ontario - NDA - OTPP  3.11.26 (execution) .pdf,15,paragraph,sentence,5,1,0.1,1.2204393390258128,11
Dispute Resolution,Project Waypoint - Ontario - NDA - OTPP  3.11.26 (execution) .pdf,15,sentence,chunk,20,1,0.1,2.4653533221175787,9
Dispute Resolution,Project Waypoint - Ontario - NDA - OTPP  3.11.26 (execution) .pdf,15,sentence,paragraph,5,2,0.2,1.6230134498693747,5
Dispute Resolution,Project Waypoint - Ontario - NDA - OTPP  3.11.26 (execution) .pdf,15,sentence,sentence,5,1,0.1,5.419234780414863,9
Dispute Resolution,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,chunk,21,1,0.1,3.892504934214069,13
Dispute Resolution,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,paragraph,5,2,0.2,3.583283279156956,9
Dispute Resolution,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,sentence,5,2,0.2,1.2779275381787472,8
Dispute Resolution,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,chunk,21,10,0.2,2.1606941296682205,9
Dispute Resolution,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,paragraph,5,10,0.2,1.3442440744990964,5
Dispute Resolution,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,sentence,5,2,0.2,0.7514811770841066,4
Document Subtype,SRT NDA Master Template (OTPP Markup v2).docx,4,paragraph,chunk,40,3,0.1,1.796932903695831,7
Document Subtype,SRT NDA Master Template (OTPP Markup v2).docx,4,sentence,chunk,40,3,0.1,2.1015098340847396,8
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,paragraph,chunk,44,7,0.1,1.9938119056762578,13
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,paragraph,paragraph,16,2,0.2,1.102717787086759,3
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,paragraph,sentence,16,10,0.2,0.8106886696770185,3
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,sentence,chunk,44,7,0.1,1.9786172613179374,13
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,paragraph,chunk,39,7,0.1,2.0238982206621223,13
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,paragraph,paragraph,15,2,0.2,1.0940503457195654,3
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,paragraph,sentence,15,2,0.2,1.105236603881948,3
Document Subtype,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,sentence,chunk,39,3,0.1,2.2548873555381093,13
Document Subtype,YellowstoneB2B-OTPP-03-06-2026.docx,0,paragraph,chunk,39,7,0.1,1.9289939036299875,13
Document Subtype,YellowstoneB2B-OTPP-03-06-2026.docx,0,paragraph,paragraph,15,2,0.2,1.0966081224622883,3
Document Subtype,YellowstoneB2B-OTPP-03-06-2026.docx,0,paragraph,sentence,15,2,0.2,1.1073184198316932,3
Document Subtype,YellowstoneB2B-OTPP-03-06-2026.docx,0,sentence,chunk,39,3,0.1,2.1849511311943495,13
Document Type,SRT NDA Master Template (OTPP Markup v2).docx,2,paragraph,chunk,65,8,0.2,1.581622943095264,7
Document Type,SRT NDA Master Template (OTPP Markup v2).docx,2,sentence,chunk,65,3,0.1,2.433840617640977,12
Document Type,SRT NDA Master Template (OTPP Markup v2).docx,2,sentence,paragraph,14,8,0.2,1.4051782549222824,9
Document Type,SRT NDA Master Template (OTPP Markup v2).docx,2,sentence,sentence,14,10,0.2,1.2260778462621835,9
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,paragraph,chunk,66,7,0.1,1.9938119056762578,13
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,paragraph,paragraph,14,2,0.2,1.102717787086759,3
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,paragraph,sentence,14,10,0.2,0.8106886696770185,3
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,0,sentence,chunk,66,7,0.1,1.9786172613179374,13
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,paragraph,chunk,66,7,0.1,2.0238982206621223,13
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,paragraph,paragraph,14,2,0.2,1.0940503457195654,3
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,paragraph,sentence,14,2,0.2,1.105236603881948,3
Document Type,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,0,sentence,chunk,66,7,0.1,2.0032500538585065,13
Document Type,YellowstoneB2B-OTPP-03-06-2026.docx,0,paragraph,chunk,66,7,0.1,1.9289939036299875,13
Document Type,YellowstoneB2B-OTPP-03-06-2026.docx,0,paragraph,paragraph,14,2,0.2,1.0966081224622883,3
Document Type,YellowstoneB2B-OTPP-03-06-2026.docx,0,paragraph,sentence,14,2,0.2,1.1073184198316932,3
Document Type,YellowstoneB2B-OTPP-03-06-2026.docx,0,sentence,chunk,66,7,0.1,1.9263696181719028,13
Entire Agreement,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,41,paragraph,sentence,7,1,0.2,3.831703831730695,7
Entire Agreement,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,41,sentence,chunk,27,2,0.2,2.0366578396946444,12
Entire Agreement,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,41,sentence,paragraph,7,2,0.2,1.6353388197426557,8
Entire Agreement,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,41,sentence,sentence,7,1,0.2,0.7089060932929596,4
Entire Agreement,Project Greenlight - KHLP3 - OTPP NDA.docx,62,paragraph,chunk,24,10,0.2,1.9949919087149774,12
Entire Agreement,Project Greenlight - KHLP3 - OTPP NDA.docx,62,paragraph,paragraph,7,1,0.1,4.487691588492304,19
Entire Agreement,Project Greenlight - KHLP3 - OTPP NDA.docx,62,sentence,chunk,24,8,0.2,2.4069676829814406,11
Entire Agreement,Project Greenlight - KHLP3 - OTPP NDA.docx,62,sentence,paragraph,7,2,0.2,1.8379653672905834,6
Entire Agreement,Project Greenlight - KHLP3 - OTPP NDA.docx,62,sentence,sentence,7,1,0.1,2.1107353911932587,7
Entire Agreement,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,18,paragraph,sentence,7,2,0.2,1.2280302618114418,6
Entire Agreement,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,18,sentence,chunk,26,2,0.2,1.884376647357037,12
Entire Agreement,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,18,sentence,paragraph,7,2,0.2,1.0512215351094298,7
Entire Agreement,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,18,sentence,sentence,7,6,0.1,2.6534503675858065,5
Entire Agreement,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,chunk,28,1,0.1,2.6285223684612062,11
Entire Agreement,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,paragraph,7,2,0.2,4.275506350228992,9
Entire Agreement,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,sentence,7,2,0.2,1.0453676982293192,7
Entire Agreement,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,chunk,28,8,0.2,3.2192897638497917,11
Entire Agreement,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,paragraph,7,2,0.2,1.6540437245218078,7
Entire Agreement,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,sentence,7,2,0.2,0.9967039006424112,6
Financing Sources Included,Project Greenlight - KHLP3 - OTPP NDA.docx,11,paragraph,chunk,21,10,0.2,1.0875138351797766,5
Financing Sources Included,Project Greenlight - KHLP3 - OTPP NDA.docx,11,paragraph,sentence,8,1,0.2,0.7070942752271853,3
Financing Sources Included,Project Greenlight - KHLP3 - OTPP NDA.docx,11,sentence,chunk,21,2,0.1,1.3503688717402915,7
Financing Sources Included,Project Greenlight - KHLP3 - OTPP NDA.docx,11,sentence,paragraph,8,3,0.1,1.9083647296408144,13
Financing Sources Require Consent,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,31,paragraph,sentence,7,2,0.2,1.2112911442697805,5
Financing Sources Require Consent,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,31,sentence,chunk,19,3,0.1,2.2819825632118502,8
Financing Sources Require Consent,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,31,sentence,paragraph,7,10,0.2,1.7972616721452168,14
Financing Sources Require Consent,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,31,sentence,sentence,7,1,0.2,1.9578844059171008,8
Financing Sources Require Consent,Project Greenlight - KHLP3 - OTPP NDA.docx,11,paragraph,chunk,18,10,0.2,2.1091093857749743,7
Financing Sources Require Consent,Project Greenlight - KHLP3 - OTPP NDA.docx,11,paragraph,paragraph,7,2,0.2,1.3370270959832988,10
Financing Sources Require Consent,Project Greenlight - KHLP3 - OTPP NDA.docx,11,paragraph,sentence,7,2,0.2,1.8019392766823263,4
Financing Sources Require Consent,Project Greenlight - KHLP3 - OTPP NDA.docx,11,sentence,chunk,18,8,0.2,2.3451487974014604,9
Financing Sources Require Consent,Project Greenlight - KHLP3 - OTPP NDA.docx,11,sentence,paragraph,7,7,0.1,2.5871743597921535,14
Financing Sources Require Consent,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,7,paragraph,sentence,7,2,0.2,0.7512696892268583,5
Financing Sources Require Consent,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,7,sentence,chunk,19,10,0.2,2.0036274589017715,6
Financing Sources Require Consent,Project_Yellowstone_-_Ontario_-_V5_-_OTPP[Executed_1-9-2026].docx.pdf,7,sentence,paragraph,7,10,0.2,1.1976241460381463,7
Financing Sources Require Consent,SRT NDA Master Template (OTPP Markup v2).docx,16,paragraph,chunk,18,10,0.2,2.6340922221340097,11
Financing Sources Require Consent,SRT NDA Master Template (OTPP Markup v2).docx,16,paragraph,paragraph,7,2,0.2,2.200613786411055,10
Financing Sources Require Consent,SRT NDA Master Template (OTPP Markup v2).docx,16,paragraph,sentence,7,2,0.2,3.8960360358971116,10
Financing Sources Require Consent,SRT NDA Master Template (OTPP Markup v2).docx,16,sentence,chunk,18,10,0.2,1.679422390948657,7
Financing Sources Require Consent,SRT NDA Master Template (OTPP Markup v2).docx,16,sentence,paragraph,7,10,0.2,1.5341277963534685,11
Financing Sources Require Consent,SRT NDA Master Template (OTPP Markup v2).docx,16,sentence,sentence,7,2,0.2,0.6856354614034111,4
Governing Law,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,chunk,43,1,0.1,2.7512143328813976,11
Governing Law,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,paragraph,14,1,0.1,3.055432718980504,7
Governing Law,SRT NDA Master Template (OTPP Markup v2).docx,31,paragraph,sentence,14,2,0.2,0.9132860344516343,6
Governing Law,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,chunk,43,10,0.2,1.2534168633884968,5
Governing Law,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,paragraph,14,2,0.2,1.3562993753298844,4
Governing Law,SRT NDA Master Template (OTPP Markup v2).docx,31,sentence,sentence,14,4,0.1,0.5050243030766031,4
Governing Law,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,13,paragraph,chunk,41,10,0.2,1.3486715905734856,7
Governing Law,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,13,paragraph,paragraph,14,3,0.2,1.0690199696927094,6
Governing Law,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,13,sentence,chunk,41,10,0.2,1.3514174801856238,7
Governing Law,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,11,paragraph,chunk,41,10,0.2,1.3372727385864027,7
Governing Law,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,11,paragraph,paragraph,14,3,0.2,1.0721340969623054,6
Governing Law,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital_revDM-OTPP redline-3-10-2026_revDM02.docx,11,sentence,chunk,41,10,0.2,1.354638065444159,7
Governing Law,YellowstoneB2B-OTPP-03-06-2026.docx,12,paragraph,chunk,44,10,0.2,1.3313728363118509,7
Governing Law,YellowstoneB2B-OTPP-03-06-2026.docx,12,paragraph,paragraph,14,3,0.2,1.0581400720432712,6
Governing Law,YellowstoneB2B-OTPP-03-06-2026.docx,12,sentence,chunk,44,10,0.2,1.339270855780267,7
Information Barriers Business Units,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,paragraph,chunk,1,7,0.1,0.9406009607091477,13
Information Barriers Business Units,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,paragraph,paragraph,1,10,0.2,0.8037441650610022,11
Information Barriers Business Units,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,paragraph,sentence,1,3,0.1,3.0120586443076443,15
Information Barriers Business Units,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,sentence,chunk,1,7,0.1,1.357273636470286,10
Information Barriers Business Units,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,sentence,paragraph,1,1,0.1,0.6524175429776167,10
Information Barriers Business Units,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,sentence,sentence,1,2,0.2,2.186087624910134,17
Information Barriers Present,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,paragraph,chunk,4,10,0.2,1.6909400405264705,7
Information Barriers Present,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,paragraph,paragraph,2,2,0.2,2.1082919666218056,16
Information Barriers Present,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,paragraph,sentence,2,10,0.2,2.277671107021233,12
Information Barriers Present,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,sentence,chunk,4,7,0.1,2.845534001009396,14
Information Barriers Present,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,sentence,paragraph,2,8,0.2,1.3547986626511457,11
Information Barriers Present,YellowstoneB2B-OTPP-03-06-2026 - Antares Capital - Executed.pdf,14,sentence,sentence,2,1,0.1,1.762060606496824,10
Initial Term Months,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,40,paragraph,chunk,33,7,0.1,1.164849067774266,8
Initial Term Months,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,40,paragraph,paragraph,7,2,0.2,0.9070978377446365,3
Initial Term Months,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,40,sentence,chunk,33,7,0.1,2.162953884977818,12
Initial Term Months,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,40,sentence,paragraph,7,10,0.2,0.3225045837763942,3
Initial Term Months,ACM - Eide Bailly (OTPP) - Joinder - 2026.03.17 - Executed.pdf,40,sentence,sentence,7,2,0.2,0.4268854168447409,3
Initial Term Months,Project Greenlight - KHLP3 - OTPP NDA.docx,18,paragraph,chunk,33,3,0.1,2.29589615998497,15
Initial Term Months,Project Greenlight - KHLP3 - OTPP NDA.docx,18,paragraph,paragraph,7,10,0.2,1.3608685950038453,6
Initial Term Months,Project Greenlight - KHLP3 - OTPP NDA.docx,18,paragraph,sentence,7,2,0.2,0.884748444312458,5
